trip_id	arrival_time	departure_time	stop_id	stop_sequence	stop_headsign	pickup_type	drop_off_type	shape_dist_traveled	date
OCESN14047F2634839:2024-03-07T00:27:43Z	12:37:00	12:37:00	StopPoint:OCETrain TER-87547000	0		0	1		2024-03-07
OCESN14047F2634839:2024-03-07T00:27:43Z	13:39:00	13:43:00	StopPoint:OCETrain TER-87543017	1		0	0		2024-03-07
OCESN14047F2634839:2024-03-07T00:27:43Z	13:48:00	13:48:00	StopPoint:OCETrain TER-87543009	2		1	0		2024-03-07
OCESN16900F3121331:2024-03-07T00:27:43Z	07:33:00	07:33:00	StopPoint:OCETrain TER-87571000	0		0	1		2024-03-07
OCESN16900F3121331:2024-03-07T00:27:43Z	07:38:00	07:40:00	StopPoint:OCETrain TER-87571240	1		0	0		2024-03-07
OCESN16900F3121331:2024-03-07T00:27:43Z	08:03:00	08:05:00	StopPoint:OCETrain TER-87574004	2		0	0		2024-03-07
OCESN16900F3121331:2024-03-07T00:27:43Z	08:36:00	08:36:00	StopPoint:OCETrain TER-87543009	3		1	0		2024-03-07
OCESN16900F3121332:2024-03-07T00:27:43Z	07:33:00	07:33:00	StopPoint:OCETrain TER-87571000	0		0	1		2024-03-07
OCESN16900F3121332:2024-03-07T00:27:43Z	07:38:00	07:40:00	StopPoint:OCETrain TER-87571240	1		0	0		2024-03-07
OCESN16900F3121332:2024-03-07T00:27:43Z	08:03:00	08:05:00	StopPoint:OCETrain TER-87574004	2		0	0		2024-03-07
OCESN16900F3121332:2024-03-07T00:27:43Z	08:36:00	08:36:00	StopPoint:OCETrain TER-87543009	3		1	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	10:21:00	10:21:00	StopPoint:OCETrain TER-87763607	0		0	1		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	10:33:00	10:34:00	StopPoint:OCETrain TER-87763557	1		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	10:45:00	10:47:00	StopPoint:OCETrain TER-87763508	2		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	11:03:00	11:06:00	StopPoint:OCETrain TER-87763466	3		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	11:30:00	11:39:00	StopPoint:OCETrain TER-87763425	4		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	11:54:00	12:04:00	StopPoint:OCETrain TER-87763003	5		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	12:24:00	12:27:00	StopPoint:OCETrain TER-87763300	6		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	13:04:00	13:06:00	StopPoint:OCETrain TER-87761874	7		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	13:23:00	13:25:00	StopPoint:OCETrain TER-87761841	8		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	13:46:00	13:48:00	StopPoint:OCETrain TER-87761817	9		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	14:01:00	14:03:00	StopPoint:OCETrain TER-87761783	10		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	14:21:00	14:24:00	StopPoint:OCETrain TER-87761247	11		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	14:34:00	14:40:00	StopPoint:OCETrain TER-87761007	12		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	14:47:00	14:49:00	StopPoint:OCETrain TER-87763029	13		0	0		2024-03-07
OCESN17368F2929286:2024-03-07T00:27:43Z	14:56:00	14:56:00	StopPoint:OCETrain TER-87761650	14		1	0		2024-03-07
OCESN17754F2480153:2024-03-07T00:27:43Z	07:17:00	07:17:00	StopPoint:OCETrain TER-87723197	0		0	1		2024-03-07
OCESN17754F2480153:2024-03-07T00:27:43Z	07:30:00	07:32:00	StopPoint:OCETrain TER-87721282	1		0	0		2024-03-07
OCESN17754F2480153:2024-03-07T00:27:43Z	07:40:00	07:42:00	StopPoint:OCETrain TER-87721332	2		0	0		2024-03-07
OCESN17754F2480153:2024-03-07T00:27:43Z	07:50:00	07:52:00	StopPoint:OCETrain TER-87721357	3		0	0		2024-03-07
