trip_id	arrival_time	departure_time	stop_id	stop_sequence	stop_headsign	pickup_type	drop_off_type	shape_dist_traveled	date
OCESN16840F2486971:2024-04-26T00:28:14Z	15:07:00	15:08:00	StopPoint:OCETrain TER-87696328	12		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	15:26:00	15:27:00	StopPoint:OCETrain TER-87696427	13		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	16:55:00	16:56:00	StopPoint:OCETrain TER-87721860	19		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	17:11:00	17:12:00	StopPoint:OCETrain TER-87721787	20		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	17:20:00	17:22:00	StopPoint:OCETrain TER-87721423	21		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	17:52:00	17:55:00	StopPoint:OCETrain TER-87723197	22		0	0		2024-04-26
OCESN16840F2486971:2024-04-26T00:28:14Z	18:03:00	18:03:00	StopPoint:OCETrain TER-87722025	23		1	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	15:07:00	15:08:00	StopPoint:OCETrain TER-87696328	12		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	15:26:00	15:27:00	StopPoint:OCETrain TER-87696427	13		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	16:55:00	16:56:00	StopPoint:OCETrain TER-87721860	19		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	17:11:00	17:12:00	StopPoint:OCETrain TER-87721787	20		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	17:20:00	17:22:00	StopPoint:OCETrain TER-87721423	21		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	17:52:00	17:55:00	StopPoint:OCETrain TER-87723197	22		0	0		2024-04-26
OCESN16840F3114013:2024-04-26T00:28:14Z	18:03:00	18:03:00	StopPoint:OCETrain TER-87722025	23		1	0		2024-04-26
